hhid_pid,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
063033100-2,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62,21 - 2 - 16 - 62
063033100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 2 - 16 - 62
063040003-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 14 - 62,11 - 9 - 15 - 62
063040007-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 11 - 18 - 62,70 - 11 - 18 - 62,70 - 11 - 18 - 62,70 - 11 - 18 - 62
063040007-5,NA,60 - 71 - 18 - 62,52 - 8 - 18 - 62,21 - 72 - 16 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063070004-2,NA,NA,NA,NA,NA,NA,NA,NA,70 - 3 - 18 - 62,70 - 3 - 18 - 62,70 - 3 - 18 - 62,70 - 3 - 18 - 62,70 - 3 - 18 - 62,70 - 3 - 18 - 62,70 - 3 - 18 - 62
063070005-1,NA,NA,NA,NA,NA,NA,NA,NA,90 - 6 - 16 - 62,90 - 6 - 16 - 62,90 - 6 - 16 - 62,90 - 6 - 16 - 62,90 - 6 - 16 - 62,90 - 6 - 16 - 62,90 - 6 - 16 - 62
063090000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 9 - 14 - 62,52 - 8 - 18 - 62
063090005-1,NA,NA,NA,NA,NA,21 - 2 - 16 - 62,998 - 5 - 16 - 62,998 - 5 - 16 - 62,998 - 5 - 16 - 62,998 - 5 - 16 - 62,998 - 5 - 16 - 62,20 - 9 - 14 - 62,20 - 9 - 14 - 62,20 - 9 - 14 - 62,20 - 9 - 14 - 62
063093100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62
063093100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 8 - 18 - 62,30 - 8 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62
063100000-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41 - 6 - 18 - 62,41 - 6 - 18 - 62,41 - 6 - 18 - 62,41 - 6 - 18 - 62
063110000-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 4 - 18 - 62,40 - 4 - 18 - 62
063110000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 4 - 18 - 62,40 - 4 - 18 - 62
063120006-1,130 - 3 - 18 - 62,130 - 3 - 18 - 62,60 - 75 - 31 - 62,60 - 75 - 31 - 62,60 - 75 - 31 - 62,60 - 75 - 31 - 62,60 - 75 - 31 - 62,50 - 75 - 31 - 62,54 - 8 - 18 - 62,54 - 8 - 18 - 62,54 - 8 - 18 - 62,60 - 75 - 31 - 62,60 - 75 - 31 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063120006-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54 - 8 - 18 - 62,52 - 8 - 18 - 62,60 - 75 - 31 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063130000-5,NA,NA,NA,NA,NA,NA,NA,20 - 4 - 17 - 62,20 - 4 - 17 - 62,20 - 4 - 17 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063130000-8,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063130002-1,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,40 - 74 - 36 - 62,40 - 74 - 36 - 62
063130004-1,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,998 - 6 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,53 - 8 - 18 - 62,53 - 8 - 18 - 62,53 - 8 - 18 - 62
063130004-2,NA,NA,NA,NA,NA,NA,40 - 4 - 17 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,57 - 8 - 18 - 62,53 - 8 - 18 - 62,53 - 8 - 18 - 62,57 - 8 - 18 - 62
063160000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 1 - 19 - 62,998 - 1 - 19 - 62,998 - 1 - 19 - 62
063164200-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 2 - 19 - 62,20 - 71 - 19 - 62
063164200-2,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,20 - 71 - 19 - 62
063180000-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57 - 8 - 18 - 62,57 - 8 - 18 - 62,57 - 8 - 18 - 62,57 - 8 - 18 - 62,57 - 8 - 18 - 62
063180000-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57 - 8 - 18 - 62,57 - 8 - 18 - 62,57 - 8 - 18 - 62,57 - 8 - 18 - 62
063180000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57 - 8 - 18 - 62,57 - 8 - 18 - 62,998 - 98 - 21 - 62,57 - 8 - 18 - 62
063180000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57 - 8 - 18 - 62,61 - 71 - 21 - 62,57 - 8 - 18 - 62
063190000-1,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62
063190000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62
063190003-1,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62
063190003-2,NA,998 - 98 - 32 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,70 - 4 - 18 - 62,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,70 - 4 - 18 - 62
063193100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 4 - 18 - 62,50 - 4 - 18 - 62,50 - 4 - 18 - 62,50 - 4 - 18 - 62,50 - 4 - 18 - 62
063200003-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160 - 75 - 12 - 62,160 - 75 - 12 - 62,160 - 75 - 12 - 62
063200003-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160 - 75 - 12 - 62,160 - 75 - 12 - 62,160 - 75 - 12 - 62
063210000-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 4 - 18 - 62,40 - 4 - 18 - 62,40 - 4 - 18 - 62,40 - 4 - 18 - 62,40 - 4 - 18 - 62
063210000-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063210000-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063210003-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62
063210003-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62
063220003-2,NA,NA,NA,NA,NA,NA,NA,80 - 72 - 31 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063224100-2,NA,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063230000-1,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063230000-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 27 - 33 - 62,52 - 8 - 18 - 62
063230000-18,998 - 98 - 31 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,50 - 27 - 33 - 62,52 - 8 - 18 - 62
063230005-1,998 - 71 - 16 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
063230005-2,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,998 - 71 - 31 - 62,998 - 71 - 31 - 62,998 - 71 - 31 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
063230007-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 12 - 18 - 62,80 - 12 - 18 - 62,80 - 12 - 18 - 62,80 - 12 - 18 - 62,80 - 12 - 18 - 62
063230007-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 12 - 18 - 62,80 - 12 - 18 - 62,80 - 27 - 33 - 62,80 - 27 - 33 - 62,180 - 18 - 35 - 62
063234200-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,90 - 4 - 18 - 62,90 - 4 - 18 - 62,54 - 8 - 18 - 62
063234200-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90 - 4 - 18 - 62,54 - 8 - 18 - 62
063250000-6,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063260004-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,54 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063280000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62
063280005-1,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62
063280005-2,20 - 7 - 35 - 62,20 - 7 - 35 - 62,20 - 7 - 35 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,52 - 8 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62,50 - 5 - 18 - 62
064030000-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
064043102-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62
064043102-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62
064043102-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62
064060000-11,170 - 2 - 36 - 62,170 - 2 - 36 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064060000-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 14 - 62,998 - 98 - 14 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,70 - 71 - 18 - 62
064060002-1,NA,NA,NA,NA,NA,40 - 71 - 36 - 62,40 - 71 - 36 - 62,130 - 3 - 36 - 62,998 - 98 - 91 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064060005-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 18 - 62,20 - 71 - 18 - 62,20 - 71 - 18 - 62
064060006-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064070000-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064080000-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064080000-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064084100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064084300-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,82 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064114100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,72 - 71 - 18 - 62
064120004-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 3 - 18 - 62,60 - 3 - 18 - 62
064140000-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 31 - 62,998 - 98 - 31 - 62,998 - 98 - 31 - 62,998 - 98 - 31 - 62,998 - 98 - 31 - 62,70 - 71 - 18 - 62
064143100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064143100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064190004-2,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064190004-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62
064203100-4,NA,NA,NA,NA,NA,60 - 3 - 18 - 62,60 - 3 - 18 - 62,60 - 3 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064220000-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 71 - 18 - 62,40 - 71 - 18 - 62,70 - 71 - 18 - 62
064220000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62
064220003-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54 - 8 - 18 - 62,54 - 8 - 18 - 62
064220003-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54 - 8 - 18 - 62,54 - 8 - 18 - 62
064253100-3,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064260003-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064260007-1,46 - 2 - 17 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064260007-2,NA,NA,NA,NA,NA,NA,998 - 98 - 32 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,20 - 2 - 16 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064260008-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064260008-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064274100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 71 - 18 - 62,70 - 71 - 18 - 62,70 - 71 - 18 - 62
064274200-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 71 - 18 - 62,71 - 71 - 18 - 62,71 - 71 - 18 - 62
065030000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065030000-8,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,50 - 5 - 33 - 62,60 - 71 - 18 - 62
065034100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,60 - 71 - 16 - 62,60 - 71 - 16 - 62
065050000-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065050000-10,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065061100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 3 - 18 - 62,80 - 3 - 18 - 62,80 - 3 - 18 - 62
065061100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 3 - 18 - 62,80 - 3 - 18 - 62,80 - 3 - 18 - 62
065061100-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 76 - 32 - 62,40 - 76 - 32 - 62,40 - 76 - 32 - 62,40 - 76 - 32 - 62,80 - 3 - 18 - 62,80 - 3 - 18 - 62
065061100-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 76 - 32 - 62,92 - 3 - 18 - 62,80 - 3 - 18 - 62,80 - 3 - 18 - 62
065064100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065064100-2,NA,NA,NA,NA,NA,NA,NA,NA,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065064200-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31 - 76 - 32 - 62,31 - 76 - 32 - 62
065070000-1,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62
065070000-2,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62
065070000-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62
065070000-8,NA,NA,NA,NA,NA,NA,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,90 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62,72 - 71 - 18 - 62
065080000-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 18 - 62,998 - 71 - 18 - 62,998 - 71 - 18 - 62,60 - 71 - 18 - 62,60 - 71 - 18 - 62
065080000-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 71 - 18 - 62
065080003-1,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62
065080003-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62,100 - 1 - 32 - 62
065081103-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 71 - 18 - 62
065090000-2,NA,NA,NA,NA,NA,NA,NA,NA,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62
065090000-4,NA,NA,NA,NA,NA,NA,NA,NA,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62,91 - 71 - 18 - 62
